season,holiday,weekday,workingday,weathersit,temp,atemp,hum,cnt
2,0,4,1,1,0.593333,0.572613,0.52,7384
2,0,5,1,1,0.564167,0.551121,0.523333,7639
2,0,6,0,1,0.6,0.566908,0.45625,8294
2,0,0,0,1,0.620833,0.583967,0.530417,7129
2,0,1,1,2,0.598333,0.565667,0.81125,4359
2,0,2,1,2,0.615,0.580825,0.765833,6073
2,0,3,1,2,0.621667,0.584612,0.774583,5260
2,0,4,1,1,0.655,0.6067,0.716667,6770
2,0,5,1,1,0.68,0.627529,0.747083,6734
2,0,6,0,1,0.6925,0.642696,0.7325,6536
2,0,0,0,1,0.69,0.641425,0.697083,6591
2,1,1,0,1,0.7125,0.6793,0.67625,6043
2,0,2,1,1,0.7225,0.672992,0.684583,5743
2,0,3,1,2,0.656667,0.611129,0.67,6855
2,0,4,1,1,0.68,0.631329,0.492917,7338
2,0,5,1,2,0.654167,0.607962,0.755417,4127
2,0,6,0,1,0.583333,0.566288,0.549167,8120
2,0,0,0,1,0.6025,0.575133,0.493333,7641
2,0,1,1,1,0.5975,0.578283,0.487083,6998
2,0,2,1,2,0.540833,0.525892,0.613333,7001
2,0,3,1,1,0.554167,0.542292,0.61125,7055
2,0,4,1,1,0.6025,0.569442,0.567083,7494
2,0,5,1,1,0.649167,0.597862,0.467917,7736
2,0,6,0,1,0.710833,0.648367,0.437083,7498
2,0,0,0,1,0.726667,0.663517,0.538333,6598
2,0,1,1,2,0.720833,0.659721,0.587917,6664
2,0,2,1,2,0.653333,0.597875,0.833333,4972
2,0,3,1,1,0.655833,0.611117,0.582083,7421
2,0,4,1,1,0.648333,0.624383,0.569583,7363
2,0,5,1,1,0.639167,0.599754,0.589583,7665
2,0,6,0,1,0.631667,0.594708,0.504167,7702
2,0,0,0,1,0.5925,0.571975,0.59875,6978
2,0,1,1,2,0.568333,0.544842,0.777917,5099
2,0,2,1,1,0.688333,0.654692,0.69,6825
2,0,3,1,1,0.7825,0.720975,0.592083,6211
3,0,4,1,1,0.805833,0.752542,0.567917,5905
3,0,5,1,1,0.7775,0.724121,0.57375,5823
3,0,6,0,1,0.731667,0.652792,0.534583,7458
3,0,0,0,1,0.743333,0.674254,0.479167,6891
3,0,1,1,1,0.715833,0.654042,0.504167,6779
3,0,2,1,1,0.630833,0.594704,0.373333,7442
3,0,3,1,1,0.6975,0.640792,0.36,7335
3,0,4,1,1,0.749167,0.675512,0.4225,6879
3,0,5,1,1,0.834167,0.786613,0.48875,5463
3,0,6,0,1,0.765,0.687508,0.60125,5687
3,0,0,0,1,0.815833,0.750629,0.51875,5531
3,0,1,1,1,0.781667,0.702038,0.447083,6227
3,0,2,1,1,0.780833,0.70265,0.492083,6660
3,1,3,0,1,0.789167,0.732337,0.53875,7403
3,0,4,1,1,0.8275,0.761367,0.457917,6241
3,0,5,1,1,0.828333,0.752533,0.450833,6207
3,0,6,0,1,0.861667,0.804913,0.492083,4840
3,0,0,0,1,0.8225,0.790396,0.57375,4672
3,0,1,1,2,0.710833,0.654054,0.683333,6569
3,0,2,1,2,0.720833,0.664796,0.6675,6290
3,0,3,1,1,0.716667,0.650271,0.633333,7264
3,0,4,1,1,0.715833,0.654683,0.529583,7446
3,0,5,1,2,0.731667,0.667933,0.485833,7499
3,0,6,0,2,0.703333,0.666042,0.699167,6969
3,0,0,0,1,0.745833,0.705196,0.717917,6031
3,0,1,1,1,0.763333,0.724125,0.645,6830
3,0,2,1,1,0.818333,0.755683,0.505833,6786
3,0,3,1,1,0.793333,0.745583,0.577083,5713
3,0,4,1,1,0.77,0.714642,0.600417,6591
3,0,5,1,2,0.665833,0.613025,0.844167,5870
3,0,6,0,3,0.595833,0.549912,0.865417,4459
3,0,0,0,2,0.6675,0.623125,0.7625,7410
3,0,1,1,1,0.741667,0.690017,0.694167,6966
3,0,2,1,1,0.750833,0.70645,0.655,7592
3,0,3,1,1,0.724167,0.654054,0.45,8173
3,0,4,1,1,0.776667,0.739263,0.596667,6861
3,0,5,1,1,0.781667,0.734217,0.594583,6904
3,0,6,0,1,0.755833,0.697604,0.613333,6685
3,0,0,0,1,0.721667,0.667933,0.62375,6597
3,0,1,1,1,0.730833,0.684987,0.66875,7105
3,0,2,1,1,0.713333,0.662896,0.704167,7216
3,0,3,1,1,0.7175,0.667308,0.6775,7580
3,0,4,1,1,0.7525,0.707088,0.659583,7261
3,0,5,1,2,0.765833,0.722867,0.6425,7175
3,0,6,0,1,0.793333,0.751267,0.613333,6824
3,0,0,0,1,0.769167,0.731079,0.6525,5464
3,0,1,1,2,0.7525,0.710246,0.654167,7013
3,0,2,1,2,0.735833,0.697621,0.70375,7273
3,0,3,1,2,0.75,0.707717,0.672917,7534
3,0,4,1,1,0.755833,0.699508,0.620417,7286
3,0,5,1,2,0.715833,0.667942,0.715833,5786
3,0,6,0,2,0.6925,0.638267,0.732917,6299
3,0,0,0,1,0.700833,0.644579,0.530417,6544
3,0,1,1,1,0.720833,0.662254,0.545417,6883
3,0,2,1,1,0.726667,0.676779,0.686667,6784
3,0,3,1,1,0.706667,0.654037,0.619583,7347
3,0,4,1,1,0.719167,0.654688,0.519167,7605
3,0,5,1,1,0.723333,0.2424,0.570833,7148
3,0,6,0,1,0.678333,0.618071,0.603333,7865
3,0,0,0,2,0.635833,0.603554,0.711667,4549
3,0,1,1,2,0.635833,0.595967,0.734167,6530
3,0,2,1,1,0.649167,0.601025,0.67375,7006
3,0,3,1,1,0.6675,0.621854,0.677083,7375
3,0,4,1,1,0.695833,0.637008,0.635833,7765
3,0,5,1,2,0.7025,0.6471,0.615,7582
3,0,6,0,2,0.661667,0.618696,0.712917,6053
3,0,0,0,2,0.653333,0.595996,0.845833,5255
3,0,1,1,1,0.703333,0.654688,0.730417,6917
3,0,2,1,1,0.728333,0.66605,0.62,7040
3,0,3,1,1,0.685,0.635733,0.552083,7697
3,0,4,1,1,0.706667,0.652779,0.590417,7713
3,0,5,1,1,0.764167,0.6894,0.5875,7350
3,0,6,0,2,0.753333,0.702654,0.638333,6140
3,0,0,0,2,0.696667,0.649,0.815,5810
3,1,1,0,1,0.7075,0.661629,0.790833,6034
3,0,2,1,1,0.725833,0.686888,0.755,6864
3,0,3,1,1,0.736667,0.708983,0.74125,7112
3,0,4,1,2,0.696667,0.655329,0.810417,6203
3,0,5,1,1,0.703333,0.657204,0.73625,7504
3,0,6,0,2,0.659167,0.611121,0.799167,5976
3,0,0,0,1,0.61,0.578925,0.5475,8227
3,0,1,1,1,0.583333,0.565654,0.50375,7525
3,0,2,1,1,0.5775,0.554292,0.52,7767
3,0,3,1,1,0.599167,0.570075,0.577083,7870
3,0,4,1,1,0.6125,0.579558,0.637083,7804
3,0,5,1,1,0.633333,0.594083,0.6725,8009
3,0,6,0,1,0.608333,0.585867,0.501667,8714
3,0,0,0,1,0.58,0.563125,0.57,7333
3,0,1,1,2,0.580833,0.55305,0.734583,6869
3,0,2,1,2,0.623333,0.565067,0.8725,4073
3,0,3,1,1,0.5525,0.540404,0.536667,7591
3,0,4,1,1,0.546667,0.532192,0.618333,7720
3,0,5,1,1,0.599167,0.571971,0.66875,8167
3,0,6,0,1,0.65,0.610488,0.646667,8395
4,0,0,0,1,0.529167,0.518933,0.467083,7907
4,0,1,1,1,0.514167,0.502513,0.492917,7436
4,0,2,1,1,0.55,0.544179,0.57,7538
4,0,3,1,1,0.635,0.596613,0.630833,7733
4,0,4,1,2,0.65,0.607975,0.690833,7393
4,0,5,1,2,0.619167,0.585863,0.69,7415
4,0,6,0,1,0.5425,0.530296,0.542917,8555
4,0,0,0,1,0.526667,0.517663,0.583333,6889
4,0,1,1,2,0.520833,0.512,0.649167,6778
4,0,2,1,3,0.590833,0.542333,0.871667,4639
4,0,3,1,2,0.6575,0.599133,0.79375,7572
4,0,4,1,2,0.6575,0.607975,0.722917,7328
4,0,5,1,1,0.615,0.580187,0.6275,8156
4,0,6,0,1,0.554167,0.538521,0.664167,7965
4,0,0,0,2,0.415833,0.419813,0.708333,3510
4,1,1,0,2,0.383333,0.387608,0.709583,5478
4,0,2,1,2,0.446667,0.438112,0.761667,6392
4,0,3,1,1,0.514167,0.503142,0.630833,7691
4,0,4,1,1,0.435,0.431167,0.463333,7570
4,0,5,1,1,0.4375,0.433071,0.539167,7282
4,0,6,0,1,0.393333,0.391396,0.494583,7109
4,0,0,0,1,0.521667,0.508204,0.640417,6639
4,0,1,1,2,0.561667,0.53915,0.7075,5875
4,0,2,1,1,0.468333,0.460846,0.558333,7534
4,0,3,1,1,0.455833,0.450108,0.692917,7461
4,0,4,1,2,0.5225,0.512625,0.728333,7509
4,0,5,1,2,0.563333,0.537896,0.815,5424
4,0,6,0,1,0.484167,0.472842,0.572917,8090
4,0,0,0,1,0.464167,0.456429,0.51,6824
4,0,1,1,1,0.4875,0.482942,0.568333,7058
4,0,2,1,1,0.544167,0.530304,0.641667,7466
4,0,3,1,1,0.5875,0.558721,0.63625,7693
4,0,4,1,2,0.55,0.529688,0.800417,7359
4,0,5,1,2,0.545833,0.52275,0.807083,7444
4,0,6,0,2,0.53,0.515133,0.72,7852
4,0,0,0,2,0.4775,0.467771,0.694583,4459
4,0,1,1,3,0.44,0.4394,0.88,22
4,0,2,1,2,0.318182,0.309909,0.825455,1096
4,0,3,1,2,0.3575,0.3611,0.666667,5566
4,0,4,1,2,0.365833,0.369942,0.581667,5986
4,0,5,1,1,0.355,0.356042,0.522083,5847
4,0,6,0,2,0.343333,0.323846,0.49125,5138
4,0,0,0,1,0.325833,0.329538,0.532917,5107
4,0,1,1,1,0.319167,0.308075,0.494167,5259
4,0,2,1,1,0.280833,0.281567,0.567083,5686
4,0,3,1,2,0.295833,0.274621,0.5475,5035
4,0,4,1,1,0.352174,0.341891,0.333478,5315
4,0,5,1,1,0.361667,0.355413,0.540833,5992
4,0,6,0,1,0.389167,0.393937,0.645417,6536
4,0,0,0,1,0.420833,0.421713,0.659167,6852
4,1,1,0,1,0.485,0.475383,0.741667,6269
4,0,2,1,2,0.343333,0.323225,0.662917,4094
4,0,3,1,1,0.289167,0.281563,0.552083,5495
4,0,4,1,2,0.321667,0.324492,0.620417,5445
4,0,5,1,1,0.345,0.347204,0.524583,5698
4,0,6,0,1,0.325,0.326383,0.545417,5629
4,0,0,0,1,0.3425,0.337746,0.692917,4669
4,0,1,1,2,0.380833,0.375621,0.623333,5499
4,0,2,1,2,0.374167,0.380667,0.685,5634
4,0,3,1,1,0.353333,0.364892,0.61375,5146
4,1,4,0,1,0.34,0.350371,0.580417,2425
4,0,5,1,1,0.368333,0.378779,0.56875,3910
4,0,6,0,1,0.278333,0.248742,0.404583,2277
4,0,0,0,1,0.245833,0.257583,0.468333,2424
4,0,1,1,1,0.313333,0.339004,0.535417,5087
4,0,2,1,2,0.291667,0.281558,0.786667,3959
4,0,3,1,1,0.296667,0.289762,0.50625,5260
4,0,4,1,1,0.28087,0.298422,0.555652,5323
4,0,5,1,1,0.298333,0.323867,0.649583,5668
4,0,6,0,2,0.298333,0.316904,0.806667,5191
4,0,0,0,2,0.3475,0.359208,0.823333,4649
4,0,1,1,1,0.4525,0.455796,0.7675,6234
4,0,2,1,1,0.475833,0.469054,0.73375,6606
4,0,3,1,1,0.438333,0.428012,0.485,5729
4,0,4,1,1,0.255833,0.258204,0.50875,5375
4,0,5,1,2,0.320833,0.321958,0.764167,5008
4,0,6,0,2,0.381667,0.389508,0.91125,5582
4,0,0,0,2,0.384167,0.390146,0.905417,3228
4,0,1,1,2,0.435833,0.435575,0.925,5170
4,0,2,1,2,0.353333,0.338363,0.596667,5501
4,0,3,1,2,0.2975,0.297338,0.538333,5319
4,0,4,1,1,0.295833,0.294188,0.485833,5532
4,0,5,1,1,0.281667,0.294192,0.642917,5611
4,0,6,0,1,0.324167,0.338383,0.650417,5047
4,0,0,0,2,0.3625,0.369938,0.83875,3786
4,0,1,1,2,0.393333,0.4015,0.907083,4585
4,0,2,1,1,0.410833,0.409708,0.66625,5557
4,0,3,1,1,0.3325,0.342162,0.625417,5267
4,0,4,1,2,0.33,0.335217,0.667917,4128
1,0,5,1,2,0.326667,0.301767,0.556667,3623
1,0,6,0,1,0.265833,0.236113,0.44125,1749
1,0,0,0,1,0.245833,0.259471,0.515417,1787
1,0,1,1,2,0.231304,0.2589,0.791304,920
1,1,2,0,2,0.291304,0.294465,0.734783,1013
1,0,3,1,3,0.243333,0.220333,0.823333,441
1,0,4,1,2,0.254167,0.226642,0.652917,2114
1,0,5,1,2,0.253333,0.255046,0.59,3095
1,0,6,0,2,0.253333,0.2424,0.752917,1341
1,0,0,0,1,0.255833,0.2317,0.483333,1796
1,0,1,1,2,0.215833,0.223487,0.5775,2729
